tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.70E+17,negative,1,Late Flight,1,US Airways,,EmmaJLogue,,0,@USAirways going to miss my connection due to another tarmac delay - on US5268 then 4050 - need a flight home today please!,,23-02-2015 11:24,,Eastern Time (US & Canada)
5.70E+17,negative,1,Can't Tell,0.3662,US Airways,,thomashoward88,,0,"@USAirways, I'm expecting 400% reimbursement for the unprofessional decisions with US728 on 21 Feb. Check your very full complaint box.",,23-02-2015 11:24,,
5.70E+17,negative,0.7128,Late Flight,0.7128,US Airways,,EmmaJLogue,,0,"@USAirways what's the deal with flight 5268 from DCA to PHL? We boarded on time, left the gate a few mins Late Flight and are now sat on Tarmac?",,23-02-2015 11:22,,Eastern Time (US & Canada)
5.70E+17,negative,1,Late Flight,0.7118,US Airways,,Mister617,,0,@USAirways stranding a student trying to get to Birmingham in CLT overnight w/o any help.  You can do better than that.  @av_duffy,"[42.2822248, -71.0378408]",23-02-2015 11:18,@Mister617 follows you,Quito
5.70E+17,negative,0.6563,Customer Service Issue,0.3437,US Airways,,putajerseyon,,0,"@usairways really need help asap, so please make it quick. Thx.",,23-02-2015 11:18,,Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.3422,US Airways,,juliebartz,,0,@USAirways well that is not going to help. I'vebeen on hold over 3 hrs &amp; my client wants his ff nbr in the record he's elite wAA,,23-02-2015 11:18,Shawano WI,Central Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,1,US Airways,,putajerseyon,,0,@usairways hi. You lost my father's wheelchair. Every time we call we just get voicemail. My dad needs it to go home. Please DM me.,,23-02-2015 11:16,,Eastern Time (US & Canada)
5.70E+17,negative,1,Late Flight,0.6492,US Airways,,B_Flight5508,,0,"@USAirways 4 segments, 4/4 delayed. Gnv &gt; CTL . CTL &gt; JAN . JAN &gt; CTL . CTL &gt; GNV. My year off from flying with you guys was the way to go.",,23-02-2015 11:16,,Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,0.3491,US Airways,,KyleHanagami,,0,@USAirways is charging me $200 to NOT take my flight. Lol. That is the last time I fly with them.,,23-02-2015 11:15,"Los Angeles, CA",Pacific Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,0.6528,US Airways,,johnhughesrocks,,0,@USAirways yes. It says bag is being delivered. The local number says Not Open. Asked main # for cust service got hung up on.,,23-02-2015 11:14,,
5.70E+17,negative,0.6615,Bad Flight,0.3409,US Airways,,DanKolbet,,0,"@usairways Row 16, flight 634 today if you're looking for specifics! I can run to Home Depot for the WD40 you if you need.",,23-02-2015 11:14,"Spokane, Washington",Pacific Time (US & Canada)
5.70E+17,negative,1,Late Flight,0.6617,US Airways,,DanKolbet,,0,@USAirways seriously buy some WD40 for A319 operating flight 634 from GEG to Phoenix. Every seat squeaks w every shift. Still on ground!,,23-02-2015 11:13,"Spokane, Washington",Pacific Time (US & Canada)
5.70E+17,negative,0.6667,Can't Tell,0.6667,US Airways,,FaknilO,,0,"@USAirways I would happily wait in the terminal near food, restrooms and non irritated passengers.","[33.43588637, -111.99965664]",23-02-2015 11:10,New Mexico,Mountain Time (US & Canada)
5.70E+17,negative,1,Late Flight,1,US Airways,,FaknilO,,0,@USAirways why let passengers on board when there was an issue? Over an hour &amp; the pilot doesn't know when we'll leave.,"[33.43824974, -111.99987573]",23-02-2015 11:08,New Mexico,Mountain Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,FahadHassan,,0,@USAirways anyone there to help? Still on hold...,,23-02-2015 11:05,Washington D.C.,Eastern Time (US & Canada)
5.70E+17,negative,1,Can't Tell,0.361,US Airways,,Bachelorsaurus,,0,@USAirways oh yay! Now gate agents decide not to deal with upgrade list and just bump up whoever is closest.,,23-02-2015 11:04,"Arlington, VA",Quito
5.70E+17,negative,0.6613,Late Flight,0.6613,US Airways,,reverendvelvet,,0,@USAirways site shows on-time but FlightAware site shows delayed. Trying to decide if I get out in this ice to catch FLT 456 to PHX.,,23-02-2015 11:03,Houston TX,Mountain Time (US & Canada)
5.70E+17,negative,0.6669,Customer Service Issue,0.3532,US Airways,,Jess_Yoga,,0,@USAirways is the absolute worst airline. 13 women were inconvenienced due to maintenance issues. Stuck all over- no care given.,,23-02-2015 11:03,Wherever my breath takes me ,Atlantic Time (Canada)
5.70E+17,negative,1,Customer Service Issue,0.6832,US Airways,,aepleiss,,0,"@USAirways flights &amp; ""customer relations"" are extremely disappointing. Faced too many problems to type. apology=$25 towards a flight. A JOKE",,23-02-2015 11:03,,
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,Whitncam,,0,@USAirways sitting here in PHL with all of your rude Customer Service Agents!,,23-02-2015 11:00,,
5.70E+17,negative,1,Late Flight,1,US Airways,,meganpberger,,0,@USAirways @AmericanAir - Can flight #415 get the paperwork inputted?? We should have taken off an hour .. #sittingontheplane #hungry,,23-02-2015 10:54,,Quito
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,FahadHassan,,0,@USAirways now on hold with customer care.  Wonder if someone will pick up the phone before 5pm.,,23-02-2015 10:50,Washington D.C.,Eastern Time (US & Canada)
5.70E+17,negative,1,Late Flight,0.6733,US Airways,,jsjonker,,0,@USAirways when will FLT 445 get a gate at DEN? Over 20 minutes waiting with no information.,,23-02-2015 10:50,,
5.70E+17,negative,0.6759,Flight Booking Problems,0.3545,US Airways,,Bachelorsaurus,,0,@USAirways lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents. Thanks a lot Asha at DCA.,,23-02-2015 10:42,"Arlington, VA",Quito
5.70E+17,negative,1,Late Flight,1,US Airways,,RuthieSeale,,0,@USAirways your delayed flight out of Wilmington made me miss my flight out of Charlotte. Figure out how to take off and arrive on time.,,23-02-2015 10:42,Aldie va,
5.70E+17,positive,1,,,US Airways,,Blasterjaxx,,9,@USAirways Wow unbelievable how you treat your customers at Puerto Rico airport! 👍,,23-02-2015 10:42,TotalWorldJaxxination,
5.70E+17,negative,1,Bad Flight,0.6688,US Airways,,Bachelorsaurus,,0,"@USAirways usually ""sorry"" doesn't involve moving people to middle seats and removing them from upgrade lists. Guess that's a club perk.",,23-02-2015 10:41,"Arlington, VA",Quito
5.70E+17,negative,0.6837,Late Flight,0.3585,US Airways,,nhbonedoc,,0,@USAirways don't worry. Used own initiative and arriving much earlier than you planned for me,,23-02-2015 10:37,,
5.70E+17,negative,0.6966,Can't Tell,0.6966,US Airways,,ecgetty,,0,@USAirways nice try at the gate making traveler after traveler put bags in the size guide because you oversold.  Sorry #minefits,,23-02-2015 10:35,"wilmington, nc",Eastern Time (US & Canada)
5.70E+17,negative,1,Bad Flight,0.6484,US Airways,,marvinatorsb,,0,"@USAirways horrible service, wrong plane arrived, many confirmed passengers could not get on flight we paid for due to lack of seats flight",,23-02-2015 10:28,,
5.70E+17,neutral,1,,,US Airways,,athenatrigal,,0,@USAirways trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?,,23-02-2015 10:27,,Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.6598,US Airways,,marvinatorsb,,0,"@USAirways booked flight 1mnth ago, seat CONFIRMED, small plane arrived and was not allowed to board bcs no seat, horrible service",,23-02-2015 10:25,,
5.70E+17,negative,1,Lost Luggage,1,US Airways,,Ward1987M,,0,"@USAirways Very frustrated, checked bag in Logan, was not given a luggage ticket,now luggage is lost &amp; no ownership from @USAirways",,23-02-2015 10:24,,
5.70E+17,positive,1,,,US Airways,,electromail,,0,@USAirways They were breathing very heavily. but were super helpful. Thank you.,,23-02-2015 10:14,Watching @Interpol somewhere,Amsterdam
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,electromail,,0,"@USAirways Aye, and nothing to do with an automated system which doesn't work properly. Anyway, got through to somebody...",,23-02-2015 10:14,Watching @Interpol somewhere,Amsterdam
5.70E+17,positive,0.6513,,0,US Airways,,lulainlife,,0,"@USAirways okay, great. Thank you!",,23-02-2015 10:10,"Washington, DC",Eastern Time (US & Canada)
5.70E+17,negative,1,Late Flight,0.6723,US Airways,,nhbonedoc,,0,@USAirways now my rebooked connection is delayed.,,23-02-2015 10:08,,
5.70E+17,negative,1,Lost Luggage,1,US Airways,,Andyba25,,0,@USAirways I am in meetings in California and have no luggage!!,,23-02-2015 10:08,South,
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,johnhughesrocks,,0,@USAirways And the number your agent gave me to call says you are not open? And the main number goes to a computer saying it is delivered?,,23-02-2015 10:08,,
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,rapidtravelchai,,0,@USAirways any way to get your call center to answer for a OneWorld award? Whenever try system says too busy and disconnect or endless hold,,23-02-2015 10:08,,Eastern Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,1,US Airways,,johnhughesrocks,,0,@USAirways Why did you put my luggage on the plane after mine? Then not deliver it to me like you said? Now show the claim as closed online?,,23-02-2015 10:06,,
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,taleson2wheels,,0,@USAirways takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail,,23-02-2015 10:03,,
5.70E+17,negative,0.6598,Customer Service Issue,0.6598,US Airways,,nhbonedoc,,0,@USAirways how long for a reply,,23-02-2015 10:03,,
5.70E+17,neutral,0.6809,,0,US Airways,,mrpearson3rd,,0,@USAirways Bag policy says stroller OR car seat.  We need to bring 2 car seats and 1 stroller.  Should I just call for details?,,23-02-2015 09:58,,
5.70E+17,positive,1,,,US Airways,,FitzFrancis,,0,@USAirways it was customer service like I have never seen before!  Kudos to your organization.,,23-02-2015 09:53,,
5.70E+17,negative,1,Customer Service Issue,0.6809,US Airways,,jonbrownmusic,,0,@USAirways Who intentionally buys a flight with a 10 hour layover?  And what kind of airline would charge $200 to fix it? Wow... #usairways,,23-02-2015 09:52,New Orleans,
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,UrbanPranaYoga,,0,@USAirways how do I get a hold of customer service? I've called multiple times &amp; have been on hold for 30+ mins only to have to hang up,,23-02-2015 09:52,"Pittsburgh, PA",
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,MustSeeItAll_,,0,@USAirways is there a # or a time bracket I can call to fix this problem?I've been attempting to fix this contact information issue for days,,23-02-2015 09:51,NYC // LI ,
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,Andyba25,,0,@USAirways I called the number and they said no one is available to take my call...guys this is insane,,23-02-2015 09:47,South,
5.70E+17,negative,0.6575,Customer Service Issue,0.6575,US Airways,,jhughes1025,,0,.@USAirways Can't book a flight online or over the phone. Your customer service is usually great -- anything you can do to help?,,23-02-2015 09:38,Washington DC,Alaska
5.70E+17,negative,1,Cancelled Flight,0.6714,US Airways,,EdPlotts,,0,"@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time",,23-02-2015 09:37,Philadelphia,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,CatieKriewald,,0,"@USAirways contact via FB messages, Twitter DM or text?",,23-02-2015 09:37,"Stillwater, MN",Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,CatieKriewald,,0,@USAirways called 3x &amp; it says high call volumes call back. At $1 a minute for international calls is there any way someone can contact me?,,23-02-2015 09:33,"Stillwater, MN",Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.6596,US Airways,,Debbie_GBennett,,0,@USAirways @jhughes1025 grrrrrrrr. Couldn't book a flight via calling either :(,,23-02-2015 09:26,Indianapolis,Indiana (East)
5.70E+17,negative,1,Late Flight,1,US Airways,,nhbonedoc,,0,"@USAirways delayed, connection missed, now extended layover how about a lounge pass for PHL. #5077",,23-02-2015 09:26,,
5.70E+17,negative,1,Late Flight,0.37,US Airways,,phillipfgo,,0,"@USAirways Another twist in the plot. Took off from Miami, then had to return due to a unsecured cargo door. most stressful vacation ever.",,23-02-2015 09:25,"Cincinnati, OH",
5.70E+17,negative,0.35,Can't Tell,0.35,US Airways,,JKlein126,,0,@USAirways she will be reaching out to you! HARDWORKING mom just trying to do her best!,,23-02-2015 09:24,,
5.70E+17,neutral,1,,,US Airways,,ColfaxCapital,,0,"@USAirways great operation you guys are running. More mechanical issues, and now taping piece of plane together LOL http://t.co/I5V9wfbtuE",,23-02-2015 09:23,"39.0708° N, 106.9886° W",Quito
5.70E+17,neutral,0.6593,,,US Airways,,jhughes1025,,0,@USAirways thanks! Any idea when it will be resolved? I'd like to purchase my ticket!,,23-02-2015 09:23,Washington DC,Alaska
5.70E+17,neutral,1,,,US Airways,,dtopler,,0,"@USAirways Hi, can you attach my AA FF# 94LXA62 to reservation E2KVM4. Thansk!",,23-02-2015 09:23,"New York, NY",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,bcruz1028,,0,@USAirways When I check online it states status closed. What does this mean? As I have yet been able to reach a live person...,,23-02-2015 09:20,,
5.70E+17,negative,0.6875,Customer Service Issue,0.6875,US Airways,,electromail,,0,@USAirways Your system is affected by the weather?,,23-02-2015 09:18,Watching @Interpol somewhere,Amsterdam
5.70E+17,positive,1,,,US Airways,,The_BlueAnchor,,0,@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!,,23-02-2015 09:18,"Dallas, TX",Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.3526,US Airways,,juliebartz,,0,@USAirways how do you get your aa frequent flyer number to appear in a USAir reservation?? Frustrating,,23-02-2015 09:17,Shawano WI,Central Time (US & Canada)
5.70E+17,negative,0.6427,Customer Service Issue,0.6427,US Airways,,lulainlife,,0,@USAirways I'm unable to check in for flight 2119 BOS-DCA and haven't heard if flight was Cancelled Flighted/rescheduled. Any updates??,,23-02-2015 09:16,"Washington, DC",Eastern Time (US & Canada)
5.70E+17,negative,0.967,Can't Tell,0.8042,US Airways,negative,mydulcebella,Can't Tell,1,@USAirways / @AmericanAir don't forget without your customers you would be out of business! #epicfail #usairwaysfail,,23-02-2015 09:12,Pennsylvania,Eastern Time (US & Canada)
5.70E+17,neutral,0.6563,,0,US Airways,,therealcharlie,,0,@USAirways Hi guys! Are flights 5594 and 3937 still on time? The site and app are both down and I can't check. Thanks!,,23-02-2015 09:11,"Melbourne, Australia",Sydney
5.70E+17,negative,1,Can't Tell,1,US Airways,,MeeestarCoke,,0,@USAirways @AmericanAir hey since you    f*%#ed my wknd can I have day pass to admirals club or meal coupon or free coke? {blank stare},,23-02-2015 09:06,BK,
5.70E+17,negative,1,Customer Service Issue,0.6736,US Airways,,daknadler,,1,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,,23-02-2015 09:05,Jacksonville,Eastern Time (US & Canada)
5.70E+17,negative,0.685,Lost Luggage,0.685,US Airways,,Andyba25,,1,"@USAirways I listed my baggage claim number.  Have them call me, my number is on the ticket.  I had to use Lady Speed Stick this morning.",,23-02-2015 09:05,South,
5.70E+17,negative,1,Lost Luggage,0.6735,US Airways,,acnewsguy,,0,@USAirways Another dead end.  They only handle AA L&amp;F.  They gave me the same failed # I already had. 610-362-7498(99) VM full.  #lost,,23-02-2015 09:04,"New Haven, CT",Mountain Time (US & Canada)
5.70E+17,negative,1,Flight Attendant Complaints,0.6608,US Airways,,mydulcebella,,0,@USAirways  Houston Gate 17 customer Service needs to treat people with respect. There are hardly people waiting! #chillpill #usairwaysfail,,23-02-2015 09:04,Pennsylvania,Eastern Time (US & Canada)
5.70E+17,positive,0.7059,,0,US Airways,,steve_muns,,0,@USAirways over the phone. I called the 6170 number and she picked up almost immediately.,,23-02-2015 09:00,"Washington, DC",Eastern Time (US & Canada)
5.70E+17,neutral,0.6838,,,US Airways,,HutchinsJim,,0,"@USAirways @HutchinsJim Yes, I made the flight and got my workout in too.",,23-02-2015 08:56,"Carmel, IN",Atlantic Time (Canada)
5.70E+17,positive,0.6882,,,US Airways,,The_BlueAnchor,,0,@USAirways 603 &amp; 2705 DFW to PSP thank you!,,23-02-2015 08:55,"Dallas, TX",Central Time (US & Canada)
5.70E+17,positive,0.6392,,,US Airways,,ChrisClark09,,0,@USAirways 1899. Thanks,,23-02-2015 08:51,Mentor/Columbus,Eastern Time (US & Canada)
5.70E+17,negative,0.6146,Flight Booking Problems,0.3125,US Airways,,cookyvonne,,0,@USAirways what's going on with your website &amp; mobile app??? Help!!!,,23-02-2015 08:44,,
5.70E+17,negative,0.6391,Can't Tell,0.6391,US Airways,,MediatorTerry,,0,@USAirways We have submitted the customer relations form and await your response!,,23-02-2015 08:41,,
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,electromail,,0,"@USAirways That is the height of rudeness, and without question the worst customer service I have ever experienced.",,23-02-2015 08:41,Watching @Interpol somewhere,Amsterdam
5.70E+17,negative,1,Customer Service Issue,0.6838,US Airways,,electromail,,0,@USAirways I NEED TO *SPEAK* TO SOMEBODY ABOUT A RESERVATION. As in talk to a human being. Yet your computer system puts the phone down on,,23-02-2015 08:40,Watching @Interpol somewhere,Amsterdam
5.70E+17,neutral,0.6596,,0,US Airways,,mattiasskovhoej,,0,@USAirways Will you pick up your phone then?,,23-02-2015 08:38,Danmark,Copenhagen
5.70E+17,negative,1,Bad Flight,0.3621,US Airways,,daknadler,,0,@USAirways : Premier provider of missed connections! #usairwaysfail,,23-02-2015 08:38,Jacksonville,Eastern Time (US & Canada)
5.70E+17,negative,0.6739,Customer Service Issue,0.6739,US Airways,,TheRealChrisCin,,0,"@USAirways I'm sure the people are working very hard, but the systems should assist with IVR prompting, offering call backs, hold wait times",,23-02-2015 08:35,"Richmond, VA",Central Time (US & Canada)
5.70E+17,negative,1,Bad Flight,0.6478,US Airways,,StevenS_CG,,0,@USAirways thanks for a subpar travel experience and it's not even over yet #stepitup,"[33.43790009, -111.99746652]",23-02-2015 08:33,"Carlsbad, CA",
5.70E+17,positive,1,,,US Airways,,steve_muns,,0,@USAirways FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!,,23-02-2015 08:32,"Washington, DC",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,hannah_rose22,,0,"@USAirways is struggling. had me on hold for 25 minutes, kicked me back to the start, then said they couldnt handle the amount of calls",,23-02-2015 08:28,Colorado ,Mountain Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,0.6743,US Airways,,Andyba25,,0,@USAirways no you call me.,,23-02-2015 08:27,South,
5.70E+17,negative,1,Lost Luggage,0.677,US Airways,,_Leycar,,0,@USAirways they told me to call back Late Flightr,,23-02-2015 08:24,,Eastern Time (US & Canada)
5.70E+17,negative,1,Flight Booking Problems,0.6495,US Airways,,dan3598328,,0,@USAirways i will be Cancelled Flighting my us airways credit card and choosing other airlines after my experience this week.,,23-02-2015 08:22,"Hillsborough, New Jersey",Eastern Time (US & Canada)
5.70E+17,neutral,0.6696,,,US Airways,,The_BlueAnchor,,0,"@USAirways thank you, but it says the website is down",,23-02-2015 08:22,"Dallas, TX",Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,EmilyRadtke_99,,0,"@USAirways I cant make it to airport, roads are to bad in DFW and no one is answering the phones and the website is down?How do I reschedule",,23-02-2015 08:19,go central ,
5.70E+17,negative,1,Late Flight,0.3407,US Airways,,fcutitta,,0,@USAirways Pilot pleads to let boarding begin for full flight #1937 while waiting for 4th flight attendant. Denied by mission control. Grrrr,"[35.21843964, -80.94253029]",23-02-2015 08:19,"Wayland, MA USA",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,ChrisClark09,,2,@USAirways website isnt working and I cant talk to any1 on the phone to check flight status out of dfw. Roads are awful and cant get there,,23-02-2015 08:18,Mentor/Columbus,Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,0.6373,US Airways,,eozonian,,0,@USAirways rebooked for Tuesday. Arriving too Late Flight for on Tuesday to start the class. Cancelled Flightled the trip.,,23-02-2015 08:18,TLH,
5.70E+17,negative,1,Cancelled Flight,1,US Airways,,steve_muns,,0,@USAirways If my flight is going to be Cancelled Flightled every week I might as well be in business class.,,23-02-2015 08:17,"Washington, DC",Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,1,US Airways,,steve_muns,,0,@USAirways 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively?,,23-02-2015 08:16,"Washington, DC",Eastern Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,AraeB,,0,@USAirways DOMINICK L. at La Guardia airport NYC gives the absolute best customer service! Thanku! Checking in made easy!,,23-02-2015 08:12,east coast,
5.70E+17,negative,1,Customer Service Issue,0.6526,US Airways,,tannapistolis,,0,@USAirways congrats on treating your customers the worst way possible. I know plenty of other ppl who have had horrible experience w you too,,23-02-2015 08:11,,Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,1,US Airways,,K31RRY,,0,"@USAirways Going to Manchester, UK now i'm going to miss a wedding. You going to rebook that too? Why have you chosen to Cancelled Flight my flight??",,23-02-2015 08:07,Sheffield,
5.70E+17,negative,1,Lost Luggage,0.6555,US Airways,,CatieKriewald,,0,@USAirways if you DM me we can take this offline. Would love more info on location of lost bags. Any help is appreciated.,,23-02-2015 08:07,"Stillwater, MN",Central Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,1,US Airways,,CatieKriewald,,0,"@USAirways thanx but this isn't my first rodeo. Done &amp; done yesterday. No results or comm, unless u count status: bags lost &amp; claim filed.",,23-02-2015 08:04,"Stillwater, MN",Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,acnewsguy,,0,@USAirways @acnewsguy can you give me a # for US Air in philly to talk to a real person? Acarl4@hotmail.com,,23-02-2015 08:03,"New Haven, CT",Mountain Time (US & Canada)
5.70E+17,negative,1,Bad Flight,0.7038,US Airways,,ThisGuyShaun,,0,@USAirways would have been nice to be offered in flight credit. Especially since I'm staring at empty overhead room.,,23-02-2015 08:03,,
5.70E+17,negative,1,Late Flight,1,US Airways,,steve_muns,,0,@USAirways or how about power outlets at your seat if you're gonna keep us siting here forever?,,23-02-2015 08:02,"Washington, DC",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,BriRose16,,0,@USAirways I would appreciate a call regarding a HORRIBLE experience I had with a gate agent. Was on hold for 39 min and then hung on me.,,23-02-2015 08:00,"Baltimore, MD ",
5.70E+17,neutral,0.6578,,0,US Airways,,MustSeeItAll_,,0,"@USAirways I understand that, and when I'm attempting to change the information so they are identical, it tells me to call a #",,23-02-2015 07:57,NYC // LI ,
5.70E+17,negative,1,Late Flight,1,US Airways,,Tasil2005,,0,@USAirways What is going on with flight 1826 from PHL to PHX? 10 mins to estimated departure nobody has board and no update.,,23-02-2015 07:56,,
5.70E+17,negative,1,Lost Luggage,1,US Airways,,_Leycar,,0,@USAirways but my bag is still missing,,23-02-2015 07:54,,Eastern Time (US & Canada)
5.70E+17,negative,0.8563,Late Flight,0.5938,US Airways,negative,ConstanceSCHERE,Late Flight,0,@USAirways Seriously doubt that as I am still sitting inside at the gate.,"[39.8805621, -75.23893393]",23-02-2015 07:52,"Boston, MA",Atlantic Time (Canada)
5.70E+17,negative,1,Customer Service Issue,0.6826,US Airways,,dan3598328,,0,"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher?",,23-02-2015 07:50,"Hillsborough, New Jersey",Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,0.6967,US Airways,,TheRealChrisCin,,0,"@USAirways flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer...",,23-02-2015 07:48,"Richmond, VA",Central Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,MeeestarCoke,,0,"@USAirways @AmericanAir taking off now. if I don't have a private jet to bora bora by the time I land, I'm calling Oprah",,23-02-2015 07:42,BK,
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,MeeestarCoke,,0,"@USAirways @AmericanAir call the number listed? sure! by next Friday, I should get a real live person on the line http://t.co/8TJUuM22dD",,23-02-2015 07:40,BK,
5.70E+17,negative,1,Cancelled Flight,1,US Airways,,eozonian,,0,@USAirways thanks for Cancelled Flighting flight 5097 today. Now missing required training. Not a happy customer.,,23-02-2015 07:38,TLH,
5.70E+17,negative,1,Can't Tell,1,US Airways,,sydlisterney,,0,@USAirways Strike Three!!! You guys suck!!!,,23-02-2015 07:38,babynole'18,Quito
5.70E+17,negative,1,Cancelled Flight,0.3441,US Airways,,jamescav25,,0,"@USAirways 2 days in a row, not buying it. I suggest you review your policy w respect to unaccompanied minors, should have had a seat on Sun",,23-02-2015 07:38,"Des Moines, IA",
5.70E+17,negative,0.716,Flight Booking Problems,0.3609,US Airways,,MeeestarCoke,,0,@USAirways @AmericanAir ok the app doesn't seem to be working. just use the mobile site... http://t.co/4kLfywwMq1,,23-02-2015 07:37,BK,
